Title,Location,Description,nTile10,nTile25,nTile50,nTile75,nTile90
DevOps Engineer I,"Lubbock, TX","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",44624,53732,63737,73452,82297
DevOps Engineer I,"Scottsdale, AZ","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",48949,58940,69914,80571,90274
DevOps Engineer I,"Reno, NV","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",49742,59895,71046,81876,91736
DevOps Engineer I,"Buffalo, NY","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",47380,57050,67672,77988,87379
DevOps Engineer I,"Gilbert, AZ","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",48949,58940,69914,80571,90274
DevOps Engineer I,"Glendale, AZ","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",48942,58931,69904,80559,90260
DevOps Engineer I,"North Las Vegas, NV","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",50609,60939,72285,83303,93335
DevOps Engineer I,"Chesapeake, VA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",46591,56101,66546,76690,85925
DevOps Engineer I,"Norfolk, VA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",46650,56172,66631,76787,86034
DevOps Engineer I,"Fremont, CA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",62059,74725,88638,102149,114451
DevOps Engineer I,"Garland, TX","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",49116,59141,70153,80846,90582
DevOps Engineer I,"Irving, TX","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",49222,59269,70303,81020,90777
DevOps Engineer I,"Hialeah, FL","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",47859,57628,68357,78777,88264
DevOps Engineer I,"Richmond, VA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",49435,59525,70608,81371,91170
DevOps Engineer I,"Boise, ID","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",46139,55556,65900,75945,85091
DevOps Engineer I,"Spokane, WA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",47760,57509,68216,78614,88081
DevOps Engineer I,"Baton Rouge, LA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",46066,55468,65796,75825,84956
DevOps Engineer I,"Tacoma, WA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",52537,63261,75039,86477,96891
DevOps Engineer I,"San Bernardino, CA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",52781,63554,75387,86878,97341
DevOps Engineer I,"Modesto, CA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",52586,63319,75108,86557,96981
DevOps Engineer I,"Fontana, CA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",53002,63820,75703,87242,97748
DevOps Engineer I,"Des Moines, IA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",47845,57611,68338,78754,88238
DevOps Engineer I,"Moreno Valley, CA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",52962,63773,75646,87177,97675
DevOps Engineer I,"Santa Clarita, CA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",55236,66511,78894,90920,101869
DevOps Engineer I,"Fayetteville, NC","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",45461,54741,64933,74830,83842
DevOps Engineer I,"Birmingham, AL","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",46908,56483,66999,77211,86510
DevOps Engineer I,"Oxnard, CA","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",53111,63952,75858,87422,97949
DevOps Engineer I,"Rochester, NY","DevOps Engineer I design, build and maintain a stable and efficient infrastructure to optimize service delivery across production, QA, and development environments throughout the development lifecycle. Monitor, troubleshoot, maintain, and continuously improve building, packaging, and deployment processes. Being a DevOps Engineer I implement automated infrastructure capabilities like backups, security tools, monitoring. Utilize a consistent DevOps approach to improve all phases of the process and ensure end-to-end quality across functions. Additionally, DevOps Engineer I knowledge of deployment/configuration management tools like Jenkins, Maven, Puppet, or Ansible. Utilizes version control tools like GIT, Bitbucket, SVN, or CVS. Experienced with network infrastructure, database, cloud and data center operations, and security protocols. Strong knowledge of Linux and/or Windows OS. Understands AWS and other services. Experience with programming and scripting with languages like Python, Perl, Bash, PHP, Java, SQL, or C++. Typically reports to a manager or head of a unit/department. Typically requires a bachelor&#39;s degree. The DevOps Engineer I work is closely managed. Works on projects/matters of limited complexity in a support role. To be a DevOps Engineer I typically requires 0-2 years of related experience.",48840,58809,69758,80391,90072
